author,year,date_mm_dd,content,word_count
wesley,1765,07-23,"I began, as usual, at five. About the middle of the sermon the rain (which was exceedingly wanted) began, and drove us into our friend’s house ; where I found his daughters, five sisters, all rejoicing in God their Saviour. Hence I rode to Baltinglass. But I had scarce spoken five minutes when the rain drove us into the house 3 here also. I had designed to 1 He and George Fox knew each other. For an affecting account of his sufferings see Fox’s Journal , 1655, vol. i. pp. 256, 257 note. 2 When he had to walk through hun dreds of Papists and volleys of stones. See Tyerman’s Whitjcld, vol. ii. p. 396. 3 Of this old Huguenot church, which had been acquired by the Methodists, only a portion now remains. John Wesley s Journal [July 1765. preach at Carlow 1 in the evening, but the difficulty was where to find a place ; our house was too small, and there was little prospect of preaching quietly in the street. While we were considering, one of the chief persons in the town sent to desire I would preach in her courtyard. This I did to a multitude of people, rich and poor ; and there was no disturbance at all ; nor did I observe that any went away, though we had a sharp shower almost as soon as I began.",233
wesley,1765,07-24,"I rode, in the hottest day I have felt this year, to Dublin. Thursday and Friday morning I spent in a conference with our preachers.2 In the afternoons I spoke to the members of the society. I left four hundred and forty, and find above five hundred ; more than ever they were since my first landing in the kingdom. And they are not increased in number only, but many of them are rejoicing in the pure love of God, and many more refuse to be comforted till they can witness the same confession.",94
wesley,1765,07-28,"I preached in the Barrack Square, both morning and afternoon. The morning congregation was far larger than last week, but this was doubled in the afternoon. At both times my heart was much enlarged towards them, and my voice so strengthened that I suppose several thousands more might have distinctly heard every sentence.",53
wesley,1765,07-29,"I was desired by some friends to take a ride to the Dargle, ten or twelve miles from Dublin ; one of the greatest natural curiosities, they said, which the kingdom afforded. It far exceeded my expectations. You have a high and steep mountain, covered with stately wood, up the side of which a path is cut and seats placed at small distances. A deep vale, 1 Here he was the guest of Mr. Charles Lahee, a respectable local trader. 2 Among the regulations adopted by this sixth Irish Conference were the following : Societies and congregations were to be taught singing. The preachers were to meet the societies and bands everywhere ; to encourage all in the bands to speak freely; ... in all the larger societies to meet the children. . . The people were to be urged to have family prayer morning and even ing ; ... to be economists ; and to guard against little oaths, as ‘ ’pon my life, my faith, my honour’; and little compliments or unmeaning words. The members might be tenderly and prudently recommended to call each other ‘brother’ and ‘sister.’ As a rule, they talked too much and read too little ; . . . many were enslaved to snuff, some drank drams, and the religion of most was too superficial (Crookshank’s Meth. in Ireland, vol. i. pp. 186-7). Aug. 1765.] To Whitehaven through which a clear river runs, lies between this and another high mountain, whose sides are clothed with tall trees, row above row, from the river to the very top.",263
wesley,1765,07-29,"Near the summit of the first mountain you have an opening on the one hand which commands the fruitful counties of Kildare, Dublin, and Louth, as far, in a clear, sunshiny day, as the huge mountains of Newry ; on the other hand is a fine landscape of meadows and fields, that terminates in a sea prospect. Adding this to the rest, it exceeds anything which I have seen in Great Britain.1 And yet the eye is not satisfied with seeing! It never can till we see God.",88
wesley,1765,07-31,"At the earnest desire of a friend, I suffered Mr. Hunter 2 to take my picture. I sat only once, from about ten o’clock to half an hour after one ; and in that time he began and ended the face, and with a most striking likeness. AUG. 2, Fri. — One informed me that the captain with whom I had agreed for my passage was gone without me, but had taken my horse. I was content, believing all was for the best. But we soon heard he was only fallen down a few miles ; so we took a boat and followed him, and about ten we went on board the Felicity bound for Whitehaven. In about an hour we set sail. Soon after the wind turned, and was against us most part of Saturday and Sunday. On Sunday I preached to our little congregation, thirteen in all, on ‘ The kingdom of heaven is at hand ; repent ye, and believe the gospel.’ In a short time the wind sprung up fair, but with intervals of calm ; so that we did not reach Whitehaven quay till Tuesday the 6th, between twelve and one in the morning. After sleeping two or three hours I hastened away, and in the afternoon came to Carlisle. Some friends waited for me here. We purposed setting out early in the morning ; but, one of our company being taken ill, we waited 2 Robert Hunter was an Irish portrait- painter, with a large practice in Dublin. His portrait of the Earl of Buckingham hangs in the Mansion House there. If Hunter’s reputation rested upon this portrait of Wesley it would not have much claim to excellence.",284
wesley,1765,07-31,"Wesley’s judgement of it only shows how bad a :udge of his own likeness a man some times is. It is interesting to note the difference between the portraits by Hunter and by Hone, both painted about the same year. Hunter’s portrait was well engraved in mezzotint by J. Watson ; size of plate, 14 in. by n in. A few years ago the original painting was in the possession of Mr. J. J. Buttress, of Crouch Hill, London. (IV.H.S. vol. iii p. 187.) John Wesleys Journal fAug. 1765. some hours, so that we did not reach Newcastle till about one on Thursday morning. I scarce ever saw the people here so much alive to God, particularly those who believe they are saved from sin. I was ready to say, ‘ It is good for me to be here’; but I must not build tabernacles. I am to be a wanderer on earth1 and desire no rest till my spirit returns to God.2 Sun. n. — I preached about seven at the Fell, to our honest, lively colliers ; and about two in the afternoon in the Square at Hartley, eleven miles from Newcastle. Thence I hastened back to the Garth Heads, where was the largest congregation which has been there for many years. Afterwards, several hundreds of us met at the room, and solemnly renewed our covenant with God. About eight I was so tired I could hardly stand ; but after speaking another hour all my weariness was gone, and I was as lively and strong as at eight in the morning.",264
wesley,1765,08-13,"I purposed to preach abroad at Durham, but the rain hindered. As many as could hear behaved well, and many felt that God was there. At Yarm in the evening one would have thought the whole congregation loved or feared God ; so much thought appeared in all their faces, so much decency in their behaviour.",56
wesley,1765,08-14,"I preached in the evening at Leeds, and the next morning rode to Huddersfield. Mr. Venn having given notice on Sunday of my preaching, we had a numerous congregation. We had a warm ride from hence to Manchester; but as my day, so was my strength. Fn. 16. — I rode over to Chester and preached to as many as the new house would well contain.3 We had likewise a 1 ‘ Here’ in 1st ed. 2 On Aug. 9 he wrote to ‘ A Member of Society ’ on Christian experience ( H'orks , vol. xii. p. 280). ’ It is remarkable that in Wesley’s account of this visit to Chester no mention is made of Francis Gilbert, although he was Wesley’s host, and at the Manchester Conference (which began two days afterwards) was appointed secre tary of the Preachers’ Fund. The new house at which Wesley preached was the Octagon Chapel, which had been opened on June 23 by John Hampson. See Bretherton’s Early Methodism in Chester , pp. 66-70. Wesley’s text on the this occasion was 2 Cor. vi. 2; and, on 1 8th, Markix. 23. Mary Gilbert, in her blest.’ Sept 1765. j Twenty -second Conference 14 1 numerous congregation on Saturday , morning as well as evening. How the grace of God concurs with His providence! A new house not only brings a new congregation, but likewise (what we have observed again and again) a new blessing from God. And no wonder, if every labour of love finds even a present reward.",257
wesley,1765,08-18,"The house contained the morning congregation, but in the evening multitudes were constrained to go away. So does truth win its way against all opposition, if it be steadily declared with meekness of wisdom.",34
wesley,1765,08-25,"Having been all the week greatly straitened for room, I preached at seven in the new square. The congregation was exceeding large ; yet generally and deeply attentive. About one I preached at Stockport on a green at the south end of the town. It was sultry hot, but few regarded it ; for God ‘ sent a gracious rain upon His inheritance.’ At six in the evening I preached at Macclesfield ; and, setting out early in the morning, by long stages came to Birmingham, where a large congregation waited for me. I began immediately to apply those comfortable words, ‘ Open thy mouth wide, and I will fill it.’ I soon forgot my weariness, and the heat of the place : God was there, and it was enough. On Tuesday the 27th I rode on to Stroud, and the next morning to Bristol. After resting three or four days, on Monday , SEPTEMBER 2, I set out for Cornwall, and preached that evening at Middlezoy.",167
wesley,1765,09-03,"I rode to Tiverton, and in the evening preached near the east end of the town to a large and quiet audience. 1 The twenty-second Conference, and the first held at Manchester. It was also the first of which Wesley published regular minutes since, in 1749, he published two tracts in Dublin, the Doctrinal Minutes and the Disciplinary Minutes, containing minutes of the first six Conferences. After 1765 the publication of Minutes continued year by year. The Minutes of 1765 consist only of six pages, octavo. Francis Gilbert- held at this Conference an official position, and was an active circuit preacher, yet his name does not appear either in the list of stations or on the Lancashire round, to which Chester belonged. He seems to have been treated very much as Charles and Edward Perronet and other friendly, but not regular, helpers were treated. See article in IV.M. Mag. 1865, p. 705, on ‘ The Conference a Hundred Years Ago.’ John Wesleys Journal [Sept. 1765.",165
wesley,1765,09-04,"I rode on to North Tawton, a village where several of our preachers had preached occasionally. About six I went to the door of our inn ; but I had hardly ended the psalm, when a clergyman came, with two or three (by the courtesy of England called) gentlemen. After I had named my text I said, ‘ There may be some truths which concern some men only ; but this concerns all mankind.’ The minister cried out, ‘ That is false doctrine, that is predestination.’ Then the roar began, to second which they had brought an huntsman with his hounds. But the dogs were wiser than the men ; for they could not bring them to make any noise at all. One of the gentlemen supplied their place. He assured us he was such, or none would have suspected it ; for his language was as base, foul, and porterly, as ever was heard at Billingsgate. Dog, rascal, puppy, and the like terms adorned almost every sentence. Finding there was no probability of a quiet hearing, I left him the field, and withdrew to my lodging.",187
wesley,1765,09-05,"We had a pleasant ride to Mill House, where I preached at five to a deeply serious congregation. The next day at noon I preached in a field near Camelford, it being the fair-day, on ‘ Come, buy wine and milk without money and without price.’ I preached within at Port Isaac, because of the rain ; but many were constrained to stand without. It was a glorious opportunity, God showering down His blessing on many souls.",77
wesley,1765,09-07,"I rode to Cuthbert (that is the true spelling) 1 and found Mr. Hosken 2 weak in body, but happy in God. He was just able to ride to the church-town in the evening, where a serious congregation soon assembled.",40
wesley,1765,09-08,"About eight I preached at St. Agnes; at one, in the main street at Redruth ; but a still larger congregation was at Gwennap in the evening, equal to any I have seen in Moor- 1 Wesley’s own spelling varies, but the spelling ‘ Cubert ’ has been adopted in this edition. Undoubtedly derived from St. Cuthbert, the patron saint of the parish, to whom the church is dedicated, the place-name has undergone transition in one of its most familiar directions, by elision of the double consonant. * Medrose ’ for Meth- rose is another illustration of this. 2 Mr. Joseph Hosken, of Carines, Cubert. Wesley makes several references to his ‘ good old friend, quivering over the grave.’ He died March 6, 1780, aged eighty-two years. The Hoskens were the wealthiest farmers in those parts. Sept. 1765.] In Cornwall M3 fields. Yet I think they all heard, while I enforced ‘ Why will ye die, O house of Israel ? ’ After preaching I returned to Redruth ; where, hearing an exceeding strange story, I sent for the person herself, Grace Paddy, a well-bred, sensible young woman. I can speak of her now without restraint, as she is safe in Abraham’s bosom. She said: ‘I was harmless, as I thought, but quite careless about religion, till about Christmas, when my brother was saying, “ God has given to me all I want ; I am as happy as I can live.” This was about ten in the morning. The words went like an arrow to my heart. I went into my chamber and thought, “Why am not I so ?",271
wesley,1765,09-08,"Oh, I cannot be, because I am not convinced of sin.” I cried out vehemently, “ Lord, lay as much conviction upon me as my body can bear.” Immediately I saw myself in such a light that I roared for the disquietness of my heart. The maid running up, I said, “ Call my brother.” He came ; rejoiced over me ; said, “ Christ is just ready to receive you ; only believe ! ” and went to prayer. In a short time all my trouble was gone, and I did believe all my sins were blotted out ; but in the evening I was thoroughly convinced of the want of a deeper change. I felt the remains of sin in my heart ; which 1 longed to have taken away. I longed to be saved from all sin, to be “ cleansed from all unrighteousness.” And at the time Mr. Rankin was preaching, this desire increased exceedingly. Afterwards he met the society. During his last prayer I was quite overwhelmed with the power of God. I felt an inexpressible change in the very depth of my heart ; and from that hour I have felt no anger, no pride, no wrong temper of any kind ; nothing contrary to the pure love of God, which I feel continually. I desire nothing but Christ; and I have Christ always reigning in my heart. I want nothing ; He is my sufficient portion in time and in eternity.’ Such an instance I never knew before ; such an instance I never read ; a person convinced of sin, converted to God, and renewed in love, within twelve hours ! Yet it is by no means incredible, seeing one day is with God as a thousand years.",296
wesley,1765,09-09,"The room would by no means contain the congregation at five in the morning. How is this town changed ! John Wesley s Journal [Sept. 1765. Some years since a Methodist preacher could not safely ride through it. Now, high and low, few excepted, say, ‘ Blessed is he that cometh in the name of the Lord.’ About one I preached at Porkellis ; at six in Crowan. I admire the depth of grace in the generality of this people ; so simple, so humble, so teachable, so serious, so utterly dead to the world ! Tues. io. — They filled the house at five. I preached in Breage at twelve, under a lovely shade of trees. About six I began at St. John’s, near Helston1 once as furious a town as Redruth. Now almost all the gentry of the town were present, and heard with the deepest attention. Wed. ii.2 — Perceiving my voice began to fail, I resolved to preach, for a while, but twice a day. In the evening I preached in a little ground at Newlyn to a numerous congregation. None behaved amiss but a young gentleman who seemed to understand nothing of the matter.",199
wesley,1765,09-12,"Coming to St. Just, I learned that John Bennets had died some hours before. He was a wise and a good man, who had been above twenty years as a father to that society. A little before his death he examined each of his children concerning their abiding in the faith. Being satisfied of this, he told them, ‘ Now I have no doubt but we shall meet again at the right hand of our Lord.’ He then cheerfully committed his soul to Him, and fell asleep. On the numerous congregation in the evening I enforced those solemn words, ‘ There is no work, nor device, nor knowledge, nor wisdom in the grave, whither thou goest.’",116
wesley,1765,09-13,"I rode to St. Ives, and in the evening preached on the sea-shore ; but though there was little wind, yet the noise of the waves prevented many from hearing.",30
wesley,1765,09-14,"About noon I preached at the Hayle, a small arm of the sea, which runs up into the land, two or three miles from 1 A chapel was erected at St. John’s not long after Wesley’s first visit. After the chapel in Ilelston was built this passed into the possession of Mr. R. Andrew, Wesley’s host at Helston, and was sold for a warehouse, its present use. 2 On Sept, ii he wrote from St. John’s to Thomas Rankin a letter which, in its suggestive and amusing details, conveys a true picture of Methodism as it then was, and shows the difficulties of personal temperament with which he had to deal in stationing the preachers. See Works , vol. xii. p. 322. farmhouse at methrose (or medrose), i.uxulyan. 1. exterior, showing entrance to forecourt. 2. MANTELPIECE IN OAK, WITH ORNAMENTAL CARVING. sept. 1765.] Quarterly Meeting at Redruth 147 St. Ives, and makes a tolerable harbour. In the evening we procured a more convenient place at St. Ives, a meadow on the side of the hill, where the people stood before me, row above row, to a considerable distance. On Sunday the 15th we had nearly the same congregation at seven in the morning, to whom I explained, ' Truly our fellowship is with the Father, and with His Son Jesus Christ.’ At one I preached in Lelant, three miles from St. Ives ; and at five in the same meadow, to a larger congregation than before. Indeed the whole town seems moved ; the truths we preach being so confirmed by the lives of the people.",266
wesley,1765,09-16,"We had our Quarterly Meeting at Redruth; and it appeared, by the accounts from all parts, that the flame which was kindled the last year, though abated, is not extinguished. At six I began on the market-house steps1 2 3 as usual, to a very numerous congregation ; but I had not finished the hymn when Mr. C.s came and read the Act against riots. I said, ‘ Mr. C., I did not expect this from you ; I really thought you had more understanding.’ He answered not, but stood like one astonished, neither moving hand or foot. However, I removed two or three hundred yards, and quietly finished my discourse. Tues. ly. — I rode to Medrose4 near St. Austell, where we 1 Peter Martin of Helston, who died at the age of 102, remembered that, when post-boy at an inn, he once drove Wesley to St. Ives. As they were crossing the creek at Hayle, the carriage was caught by the tide, and the occupants narrowly escaped drowning. This did not disturb Wesley’s equanimity, for he went on to St. Ives and preached in his wet clothes. (Mr. G. J. Cunnack’s letter to Rev. Richard Butterworth.) 2 This building, which extended across Fore Street, was pulled down about 1800. See W.H.S. vol. iv. p. 191. 3 Probably Rev. John Collins. See above, vol. iii. p. 191. 4 The Rev. G. Armstrong Bennetts has investigated more fully the history of the ancient mansion, now a farmhouse, at Methrose where this Quarterly Meeting was held. It originally belonged to the family of de Metherose. Early in the fourteenth century Richard Arvas married Joan de Metherose and probably took his wife’s name. Later the property came into the possession of the Kendalls.",291
wesley,1765,09-16,"Nicholas Kendall built the present mansion, a portion of which only now remains, including the hall. On the frieze of the mantel were arms of Kendall, Holland (Duke of Exeter), Trewolla, Boscawen, Treharne, and others. The Methodist preachers used to write their names on the window-panes in the bedroom, which at that time was reached by a ladder from the hall. Among the names was that of Adam Clarke, but not John Wesley, as has been stated. From the Kendalls the property passed to the John Wesley s Journal [Sept. 1765. had the Quarterly Meeting for the Eastern Circuit. Here likewise we had an agreeable account of a still increasing work of God. This society has eighty-six members, and all rejoicing in the love of God. Fifty-five or fifty-six of these believe He has saved them from all sin ; and their life no way contradicts their profession. But how many will endure to the end ? 1",158
wesley,1765,09-18,"I set out for Plymouth Dock. In the way we called on one of our friends near Liskeard, and found his wife, once strong in faith, in the very depth of despair. I could not but admire the providence of God which sent us so seasonably thither. We cried strongly to God in her behalf, and left her not a little comforted. The society at the Dock had been for some time in a miserable condition. Disputes had run so high, concerning a worthless man, that every man’s sword was set, as it were, against his brother. I showed them how Satan had desired to have them, that he might sift them as wheat ; and afterwards told them there was but one way to take — to pass an absolute act of oblivion ; not to mention, on any pretence whatever, anything that had been said or done on either side. They fully determined so to do. If they keep that resolution, God will return to them.",168
wesley,1765,09-19,"I rode to Tiverton, and preached to a deeply serious congregation. Fn. 20. — I preached at noon in Hillfarrance, near Taunton, where I had not been for fifteen years. Sat. 2i. — I preached about noon at Shepton Mallet, and then went on to Bristol.",46
wesley,1765,09-25,"About one I preached at Paulton, under a large, shady tree. My own soul, and I trust many others, were refreshed while I was describing our fellowship with the Father and the Son. After visiting the other neighbouring places, on Saturday the 28th, at noon, I preached at Bath, but I had only the poor Rashleighs. The present owner and Methrose seems to have been the head occupier are Mr. and Mrs. Higman- of the East Cornwall circuit. See Meth The latter is a direct descendant of the Rec. Jan. 16, 1913 ; W.H.S. vol. iv Meager, or Magor, who lived there in p. 191 ; and above, vol. iv. p. 240. Wesley’s time. In the eighteenth century 1 See below, p. 182. Oct. 1765.] The Oldest Preacher to hear, there being service at the same time in Lady H[untingdon]’s chapel. So I was just in my element. I have scarce ever found such liberty at Bath before. Monday the 30th and the two following days I examined the society at Bristol, and was surprised to find fifty members fewer than I left in it last October. One reason is, Christian Perfection has been little insisted on ; and wherever this is not done, be the preachers ever so eloquent, there is little increase, either in the number or the grace of the hearers. Oct. 5, Sat} — I spent some time with the children at Kingswood. They are all in health ; they behave well ; they learn well ; but, alas ! (two or three excepted) there is no life in them ! About this time the oldest preacher in our connexion, Alexander Coates, rested from his labours.",280
wesley,1765,09-25,"A little account of his death one who was in the house sent me, in these words : Newcastle, October 7, 1765. I had an opportunity, the last evening, of seeing our dear, aged brother Coates.1 2 A few days before he was sore tempted by the enemy, but near the close he had perfect peace. His faith was clear, and he found Christ precious, his portion, and his eternal all. I asked him, a little before he died, if he had ‘ followed cunningly devised fables.’ He answered, ‘ No, no, no.’ I then asked him whether he saw land. He said, * Yes, I do’; and, after waiting a few moments at anchor, he put into the quiet harbour.",121
wesley,1765,10-09,"I read Mr. Jones’s3 ingenious Essay on the Principles of Natural Philosophy. He seems to have totally overthrown the Newtonian principles ; but whether he can establish the Hutchinsonian is another question. 1 On Oct. 5 he wrote to Mrs. Crosby ( Works, vol. xii. p. 354). 2 Alexander Coates was a native of North Britain, and at a very early period entered the Methodist itinerancy. He was one of the best of men, and a most useful preacher. Under his ministry in London Mr. Crosse, afterwards for many years the venerated vicar of Bradford, Yorkshire, was brought to a knowledge of the truth ( Orphan House, pp. 112, 1 13, also see Atmore’s Memorial, p. 75). Wesley held him in high esteem, calling him ‘ Honest Sandy.’ As a youth he could read with fluency the Scriptures in Danish and Dutch, and made some progress in Latin, Greek, and Hebrew. See W.M. Mag. 1844, pp. 3, 4. 3 The Essay was published in London, 1762. William Jones was curate of Nay- land, a high churchman, a strenuous advocate of the principles of John Hutchinson, and a violent opponent of the philosophy of Sir Isaac Newton. John Wesley s Journal rOct. 1765. Friday the I ith we observed as a day of fasting and prayer. Sunday the 13th1 2 we met in the evening jointly to renew our covenant with God. It was, as usual, a time of remarkable blessing.",240
wesley,1765,10-14,"In the evening I preached at Shaftesbury, and on Tuesday at Wincanton. Riding homeward, we saw the pond in which a great man 3 a few weeks since put an end to a wretched life. And is death more welcome than life, even to a man that wallows in gold and silver ?",53
wesley,1765,10-20,"I preached a funeral sermon at Kingswood over the remains of Susanna Flook, who, a few days before, rose up and said, ‘ I am dying,’ and dropped down dead. So little security is there in youth or health ! Be ye therefore likewise ready.",45
wesley,1765,10-28,"I breakfasted with Mr. Whitefield, who seemed to be an old, old man, being fairly worn out in his Master’s service, though he has hardly seen fifty years.4 * And yet it pleases God that I, who am now in my sixty-third year, find no disorder, no weakness, no decay, no difference from what I was at five and twenty, only that I have fewer teeth and more grey hairs. Nov. 7, Thur. — A fire broke out near the corner of Leadenhall Street, which (the wind being exceeding high) soon seized on both the corners of the street and both the corners of Cornhill, and in a few hours destroyed above threescore houses. Yet no lives were lost. Even Mr. Rutland (at whose house it began) and his whole family were preserved, part escaping through the chamber window, part over the top of the house.6",146
wesley,1765,10-24,"I preached on those words in the Lesson for the day, ‘ The Lord our Righteousness.’ 6 I said not one thing 1 On the 13th he wrote a letter to ‘ A Member,’ and on the 16th to Christopher Hopper ( Works , vol. xii. pp. 281, 308). 2 The official record reports the Hon. Charles Berkeley accidentally drowned by the capsizing of his boat while fishing in his own pond. Wesley adopts local report. See W.H.S. vol. iv. p. 184. 3 In his Journal for Oct. 24, 1765, John Valton writes : ‘ Mr. Wesley arrived in perfect health, just in time to step into the pulpit, and preach on Ps. lxxxi. 10.’ The sermon was a reply to an objectionable phrase — ‘ The imputed righteousness of Christ’ — in Hervey's alleged Eleven Letters. 4 On Aug. 3 Whitefield wrote, ‘ I am very weak in body.’ See Whitefield’s Letters. s On Nov. 18 he wrote to T. Rankin ( Works, vol. xii. p. 323). 6 Works, vol. v. (Sermon 20). Dec. 1765.] In Kent which I have not said at least fifty times within this twelve- month ; yet it appeared to many entirely new, who much importuned me to print my sermon, supposing it would stop the mouths of all gainsayers. Alas, for their simplicity ! In spite of all I can print, say, or do, will not those who seek occasion of offence find occasion ? 1 Dec. 2, Mon. — I went to Canterbury. I had received most tragical accounts, as if the society were all fallen from grace, if ever they had any. I determined to search this to the bottom. 1 o this end I examined them, one by one, and was agreeably surprised to find them all (none excepted) upright and blameless in their behaviour.",305
wesley,1765,11-03,"I rode to Dover, and found a little company more united together than they have been for many years. Whilst several of them continued to rob the King, we seemed to be ploughing upon the sand ; but since they have cut off the right hand, the word of God sinks deep into their hearts.2",55
wesley,1765,11-04,"I preached about noon at Sandwich, and in the evening at Margate. A few people here also join in helping each other to work out their salvation. But the minister of the parish earnestly opposes them, and thinks he is doing God service !",44
wesley,1765,11-05,"I rode back to Faversham. Here I was quickly informed that the mob and the magistrates had agreed together to drive Methodism, so called, out of the town. After preaching, I told them what we had been constrained to do by the magistrate at Rolvenden ; who perhaps would have been richer by some hundred pounds had he never meddled with the Methodists ; concluding, ‘ Since we have both God and the law on our side, if we can have peace by fair means, we had much rather ; we should be exceeding glad ; but if not, we will have peace.’",103
wesley,1766,01-11,"I had much conversation with Mr. D - e, lately a Romish priest. What wonder is it, that we have so many converts to Popery and so few to Protestantism, when the former are sure to want nothing, and the latter almost sure to starve ? 1 On Dec. 1 he wrote to Lady Max- 2 His Word to a Smuggler had taken well {Works, vol. xii. p. 341). effect ( W.M '. Mag. 1S80, p. 45). !52 John Wesley s Journal [Jan. 1766.",84
wesley,1766,01-15,"I buried the remains of Henry Perronet, who had been a child of sorrow from his infancy. But from the time he was taken ill, his mind was more and more composed. The day and night before his death, he was praying continually ; till, all fear being taken away, he cheerfully gave up his spirit to God.",58
wesley,1766,01-18,"Riding through the Borough, all my mare’s feet flew up, and she fell with my leg under her. A gentleman, stepping out, lifted me up, and helped me into his shop. I was exceeding sick, but was presently relieved by a little hartshorn and water. After resting a few minutes, I took a coach ; but when I was cold, found myself much worse ; being bruised on my right arm, my breast, my knee, leg, and ankle, which swelled exceedingly.1 However, I went on to Shoreham ; where, by applying treacle twice a day, all the soreness was removed, and I recovered some strength, so as to be able to walk a little on plain ground. The word of God does at length bear fruit here also, and Mr. P[erronet] is comforted over all his trouble.",137
wesley,1766,01-22,"I was ill able to go through the service at West Street ; but God provided for this also. Mr. Greaves, being just ordained, came straight to the chapel, and gave me the assistance I wanted.",36
wesley,1766,01-26,"I should have been glad of a few days’ rest, but it could not be at this busy season. However, being electrified morning and evening, my lameness mended, though but slowly. 1766. Jan. 1, Wed. — A large congregation met in the Foundery at four o’clock, and ushered in the New Year with the voice of praise and thanksgiving. In the evening we met, as 1 The effects of this accident continued can ‘ take a horse,’ but ‘ now and then a or some time. He feared he never should chaise.’ (Letter to Blackwell, May 6, be free from them. He still, however, 1766, Works , vol. xii. p. 191.) Jan. 1768.] J53 In East Anglia c* usual, at the church in Spitalfields, to renew our covenant with God. 1 his is always a refreshing season, at which some prisoners are set at liberty.",145
wesley,1766,02-03,"Mr.B - called upon me, now calm and in his right mind. God has repressed his furious, bitter zeal by means of Mr. Whitefield. He (Mr. Whitefield) made the first breach among the Methodists ; oh that God may empower him to heal it !",45
wesley,1766,02-05,"In the evening I went to Lewisham. Thursday the 9th I read Bishop Lowth’s Answer to Bishop W[arburton].1 If anything human could be a cure for pride, surely such a medicine as this would !",35
wesley,1766,02-14,"The frozen road being exceeding rough, our machine broke down before day. However, it was patched up, so as to carry us to Botesdale ; and in the evening I preached at Yarmouth. The work of God was increasing here, when poor B[enjamin] W[orship] 2 was converted to Calvinism. Immediately he declared open war, tore the society in pieces, took all he could to himself, wholly quitted the Church, and raised such a scandal as will not soon be removed. Yet doubtless he who turned the young man’s head thinks he has done God service.",95
wesley,1766,02-16,"I rode to Norwich, and preached at seven in a large place, called the Priory.3 The room, I suppose, was formerly the chapel : I like it the better on that account. After spending three days here more agreeably than I had done for 1 The Annual Register says : ‘Dr. Lowth, having been grossly treated by Warburton in an Appendix to the last volume of his Divine Legation, published a letter to the bishop in 1765, which in force of argument and wit is unrivalled.’ The year following Lowth was advanced to the bishopric of St. David’s, from which, in four months, he was translated to Oxford, and in 1777 to London. See also Gray’s Letters, No. 116. probable allusion on Oct. 21, 1781. Six years earlier, when Howell Harris in martial costume preached in Yarmouth, one of his converts was Benjamin Worship, a young solicitor, who became class-leader and local preacher. He afterwards wrecked the society, organized a society of his own, and preached in a small chapel at one of the Rows. After about two years his work collapsed. 3 The walled-off chancel of St. Andrew’s Hall, which is the nave and aisles of a Black Friars church, dated 1478. The Hall occupies the site of an earlier Chapel of thejVirgim The Dutch once used the chancel as a church. John Wesley's Journal [Feb. 1766. many years, on Monday the 20th I left a society of a hundred and seventy members, regular, and well united together. In the evening the machine put up at the White Elm.1 On Tuesday morning I reached Colchester. I found the society here slowly recovering from the mischief done by offence and disputing together.",282
wesley,1766,02-16,"I had great liberty of speech, both morning and evening ; and God seemed strongly to apply His word. Surely they will at length learn to bear one another’s burdens ; then will ‘ the desert rejoice, and blossom as the rose.’",42
wesley,1766,02-28,"Our brethren met together to consider our temporal affairs. One proposed that we should, in the first place, pay off the debt of the society, which was five hundred pounds. Towards this a hundred and seventy were subscribed immediately. At a second meeting this was enlarged to three hundred and twenty. Surely God will supply the rest.",57
wesley,1766,02-31,"Mr. Whitefield called upon me. He breathes nothing but peace and love.2 Bigotry cannot stand before him, but hides its head wherever he comes. Feb. 2, Sun. — I dined with W. Welsh, the father of the late Society for Reformation of Manners.3 But that excellent design is at a full stop. They have indeed convicted the wretch who, by wilful perjury, carried the cause against them in Westminster Hall ; but they could never recover the expense of that suit.4 Lord, how long shall the ungodly triumph ?",89
wesley,1766,03-05,"One called upon me who had been cheated out of 1 An inn at Copdock, about four miles from Ipswich. 2 From this period there was a closer union between Whitefield and Wesley than there had been for the last quarter of a century (Tyerman’s Life of IVesley, 3 This was the second of two Societies. The first was formed about 1677. Samuel Wesley was a member, and on one occasion preached the annual sermon, taking the text afterwards selected by his son John for a similar occasion. See Tyerman’s Life of Samuel Wesley, pp. 213-24. This Society ceased to exist about 1730. In 1756 a second Society, having the same name and purpose, was organized. John Wesley and about fifty of his people were members. See Works, Street Chapel, Jan. 30, 1763. For other references see above, pp. 4, 5. For the Woodward Religious Societies of which this Society in its earlier if not also its later, form was an outgrowth, see above, Religion in the Eighteenth Century. Feb. 1766.] A Remarkable Providence a large fortune, and was now perishing for want of bread. I had a desire to clothe him, and send him back to his own country ; but was short of money. However, I appointed him to call again in an hour. He did so ; but, before he came, one from whom I expected nothing less put twenty guineas into my hand ; so I ordered him to be clothed from head to foot, and sent him straight away to Dublin. Monday the ioth, and the four following days, I wrote a catalogue of the society, now reduced from eight-and-twenty hundred to about two-and-twenty. Such is the fruit of George Bell’s enthusiasm and Thomas Maxfield’s gratitude ! Mon. 17.",294
