author,year,date_mm_dd,content,word_count
wesley,1768,08-29,"I rode to St. Columb, intending to preach there ; but, finding no place that was tolerably convenient, I was going to take horse, when one offered me the use of his meadow, close to the town. A large congregation quickly assembled, to whom I explained the nature and pleasantness of religion. I have seldom seen a people behave so well the first time I have preached to them.",69
wesley,1768,08-30,"Calling at St. Agnes, I found a large congregation waiting ; so I preached without delay. At Redruth likewise I found the people gathered from all parts ; and God gave a loud call to the backsliders. Indeed there was need ; for T. Rankin left between three and four hundred members in the society, and I found a hundred and ten ! In the evening I preached in the meadow at St. Ives to a very numerous and deeply serious congregation.",82
wesley,1768,08-31,"I met the children, a work which will exercise the talents of the most able preachers in England. Sept, i, Thur. — The grass being wet, we could not stand in the meadow ; but we found an open space, where I called a listening multitude to return to Him who ‘ hath not forgotten to be gracious.’",58
wesley,1768,09-02,"I preached at noon to an earnest company at Zen- nor, and in the evening to a far larger at St. Just. Here being informed that one of our sisters in the next parish, Morvah, who entertained the preachers formerly, was now decrepit, and had not heard a sermon for many years, I went on Saturday the 3rd1 at noon, to Alice Daniel’s2 and preached near the house on ‘ They who shall be accounted worthy to obtain that world, and the resurrection from the dead, are equal unto the angels, 1 He wrote from ‘ St. Just,’ probably in Alice Daniel’s house, to James Morgan, one of the Irish preachers and Walsh’s biographer. The letter illustrates Wesley’s concern for the doctrinal purity of his preachers. He feared when he saw the slightest sign of uncertainty in a preacher’s beliefs, and took pains to correct and instruct. James Morgan had been the victim of an attack by some unnamed reviler. Wesley encouraged him : ‘ I doubt you did not see the hand of God in Shimei’s tongue. Unto you it was given to suffer a little of what you extremely wanted— obloquy and evil report. But you did not either acknowledge the gift, or the Giver. You saw only Mr. - , not God. O Jemmy, you do not know yourself. You cannot bear to be continually steeped poison— in the esteem and praise of men therefore I tremble at your stay in Dublin. It is the most dangerous place for you under heaven.' — W.M. Mag. 1847, p. 332. John Wesleys Journal (Sept. 176S.",266
wesley,1768,09-02,"and are the children of God, being the children of the resurrection.’ I have always thought there is something venerable in persons worn out with age ; especially when they retain their understanding and walk in the ways of God.",40
wesley,1768,09-04,"I went to Sancreed church, where I heard an excellent sermon.1 Between one and two I confirmed it by explaining that happy religion which our Lord describes in the Eight Beatitudes. About five in the evening I preached at Newlyn ; about nine the next morning at Penzance. Surely God will have a people even in this place, where w’e have so long seemed only to beat the air. At noon I preached in St. Hilary, and at St. John’s this and the next evening. I believe the most senseless then felt the word of God sharp as a two- edged sword.",102
wesley,1768,09-07,"After the early preaching, the select society met ; such a company of lively believers, full of faith and love, as I never found in this county before. This, and the three following days, I preached at as many places as I could, though I was at first in doubt whether I could preach eight days together, mostly in the open air, three or four times a day. But my strength was as my work ; I hardly felt any weariness, first or last.",84
wesley,1768,09-11,"About nine I preached at St. Agnes, and again between one and two. At five I took my old stand at Gwrennap, in the natural amphitheatre. I suppose no human voice could have commanded such an audience on plain ground : but the ground rising all round gave me such an advantage that I believe all could hear distinctly.",59
wesley,1768,09-12,"I preached about noon at Callestick2 and in the evening at Keisilgey.3 It rained all the time ; but that did not divert the attention of a large congregation. At noon, Tuesday the 13th, I preached in Truro, and in the evening, at Mevagissey. It was a season of solemn joy : I have not often found the like. Surely God’s thoughts are not as our thoughts ! Can any good be done at Mevagissey ? 1 Probably the preacher was the Rev. 2 See W.H.S. vol. iv. p. 193. The Edward Hobbs, the vicar, a man of name is variously spelt. ‘ exemplary virtue, piety, and integrity.’ ' Is this ‘ Crelley,’ in the Helston He died in 1772. ( W.H.S. vol. iv. p. 193.) Circuit? Sept. 1768.] In Plymouth Wed- H-— After preaching at St. Austell and Medrose, I rode over to Roche1 and spent a comfortable evening with my old acquaintance, Mr. Furly.",156
wesley,1768,09-15,"We had our Quarterly Meeting at Medrose 2 * ; but it was not now as formerly0 when the whole society was in a flame : ‘ the love of many ’ is now ‘ waxed cold.’ Fn. 16.— I rode, through heavy rain, to Polperro.4 Here the room over which we were to lodge5 being filled with pilchards and conger-eels, the perfume was too potent for me ; so that I was not sorry when one of our friends invited me to lodge at her house. Soon after I began to preach heavy rain began , yet none went away till the whole service was ended. Sat. 17. When we came to Crimble Passage we were at a full stop. The boatmen told us the storm was so high that it was not possible to pass ; however, at length we persuaded them to venture out, and we did not ship one sea till we got over.",158
wesley,1768,09-18,"Our room at the Dock contained the morning congregation tolerably well. Between one and two I began preaching on the quay in Plymouth. Notwithstanding the rain, abundance of people stood to hear. But one silly man talked without ceasing, till I desired the people to open to the right and left, and let me look him in the face. They did so. He pulled off his hat and quietly went away. At five I preached in the square at the Dock to an exceeding large congregation ; and the rain, though it prevented some from coming, did not cause any to go away.",103
wesley,1763,09-19,"In the evening I preached in what is vulgarly called Mr. Whitefield’s room. Afterwards I met the society in our own, and exhorted them to ‘stand fast in one mind and one 1 To the living of which Samuel Furly had been presented by Mr. Thornton, of Clapham ( Life of the Countess of Huntingdon, vol. ii. pp. 2, 3). He held the living from 1765 to 1795. (Tyerman, Life of Wesley , vol. ii. pp. 186, 450.) 2 The eastern circuit extended from Launceston to St. Mawes — about eighty miles, though, as ‘ the crow flies,’ it cannot be more than forty-five or at most fifty miles. 3 * The last time I was here’ (1st ed.). 5 At Bedford and at Walsall the preaching-rooms were over hog-styes. See above, vol. iv. p. 359. John Wesley s Journal [Sept. 1763. judgement.’ I set out early in the morning, and in the evening preached at Tiverton.",157
wesley,1763,09-22,"I rode to Axminster. The rain prevented my preaching abroad, though the room would ill contain the congregation. Observing many there who seemed quite unawakened, 1 opened and strongly applied Ezekiel’s vision of the dry bones. Lord, ‘ breathe upon these slain, that they may live ’ !",48
wesley,1763,09-23,"I rode across the country to Charlton, and found the congregation waiting. In the afternoon we went on to Lympsham, but not without some difficulty. The waters were out, so that it was no easy matter either to ride or walk. My horse got into a ditch over his back in water, nor could I get to my lodgings the foot-way, till an honest man 1 took me on his shoulders, and so waded through.",75
wesley,1763,09-27,"I preached in Pensford at eight ; in Shepton Mallet at one ; and at Wincanton in the evening, with far greater freedom than I used to find among that dead people. About one, Wednesday the 28th, I preached at Stalbridge to a large and serious attentive congregation. Hence I went on to cold, uncomfortable Shaftesbury, and spoke exceeding strong words. All seriously attended ; some seemed to understand, and a few to feel, what was spoken.",77
wesley,1763,09-29,"I rode to Frome.2 The people here seem more alive than most I have seen in the circuit ; and this is the more strange because in this town only there is such a mixture of men of all opinions — Anabaptists, Quakers, Presbyterians, Arians, Antinomians, Moravians, and what not. If any hold to the truth in the midst of all these, surely the power must be of God. Friday the 30th we observed as a day of fasting and prayer, 1 Local tradition remembers him as [William] Harkman (or Hickman), a plumber. 2 In 1746 a pedlar from near Bristol brought the gossip to his customers in Frome concerning the preaching by Wesley and Whitefield. The man had learned one hymn and tune, which he sang: Happy the man that finds the pace, The blessing of God’s chosen race. The men of Frome asked that a Methodist preacher might visit their town. Some unnamed hero came, preached in an orchard behind the Pack Horse Inn, bore insults and peltings with patience, and founded Methodism in the district. For the details of this story and of the after-history of the society, see Stephen Tuck’s Wes Meth. in Frome , p. io, &c. Oct. 1768.] At Kingswood and it was a good day for many, who no sooner called than God answered them in the joy of their heart. Oct. 2, Sun. — I preached at Ivingswood upon ‘ Quench not the Spirit.’ Possibly this people may now have ears to hear, and may despise prophesyings no more. Hereby they have frequently quenched the Spirit, and destroyed His work in their hearts.",271
wesley,1763,10-05,"I rode over to Maiden Bradley1 and preached at a little distance from the town to as serious a congregation as I ever saw, many of whom were in tears. It is a wonder there should be room for the gospel here among so many lords and gentlemen ! But indeed they neither meddle nor make ; and this is all we desire of them.2",65
wesley,1763,10-07,"I spent an hour, much to my satisfaction, with the children at Kingswood. There is reason to hope that the grace of God is still working among them. Some are still alive to God ; and all behave in such a manner that 1 have seen no other schoolboys like them.3",51
wesley,1763,10-09,"I began examining the society in Kingswood, much increased both in grace and number, chiefly by means of those meetings for prayer which God still blesses greatly. On Monday and Tuesday I examined the society at Bristol, and found cause to rejoice over these also; although there is still a heaviness of spirit upon many, indeed on all who are not going on to perfection.",65
wesley,1768,10-12,"In the evening I preached at Kingswood. I have not seen such a congregation there, on a week-day, for above 1 The seat of the Duke of Tamworth was near. He and the Duchess heard Whitefield at Bath gladly. 2 On Oct. 6 he wrote from Kingswood to his sister Patty (Mrs. Westley Hall). She had written asking his help, prompted to do so by the report that under Miss Lewen’s will her brother had inherited a sum of one thousand pounds. She had been deserted by her reprobate husband. Wesley’s reply to his sister was characteristic : You do not consider, money never stays with me : it would burn me if it did. I throw it out of my hands as soon as possible, lest it should find a way into my heart. Therefore, you should have spoken to me while I was in London, and before Miss Lewen’s money flew away. However, I know not but I may still spare you £5, provided you will not say, ‘ I will never ask you again,’ because this is more than you can tell ; and you must not promise more than you can perform. Oh how busy are mankind ! and about what trifles ! Things that pass away as a dream ! Vanity of vanities, all is vanity, but to love and serve God. (Tyerman’s Life of Wesley, 3 He wrote to Miss I-Iilton a lettet of advice, apparently with regard to a proposed matrimonial engagement (Works, John Wesley's Journal [Oct. 1768. these twenty years. Nor have I seen such a congregation at Pill for many years as was present on Thursday in the afternoon. It is possible, even on this barren soil, we may see a little fruit of much labour.",295
wesley,1768,10-14,"I dined with Dr. Wrangel1 one of the King of Sweden’s chaplains, who has spent several years in Pennsylvania. His heart seemed to be greatly united to the American Christians, and he strongly pleaded for our sending some of our preachers to help them, multitudes of whom are as sheep without a shepherd.",53
wesley,1768,10-22,"I was much surprised in reading an ‘ Essay on Music,’ wrote by one who is a thorough master of the subject2 to find that the music of the ancients was as simple as that of the Methodists ; that their music wholly consisted of melody, or the arrangement of single notes ; that what is now called harmony, singing in parts, the whole of counterpoint and fugues, is quite novel, being never known in the world till the popedom of Leo the Tenth. He farther observes that, as the singing different words by different persons at the very same time necessarily prevents attention to the sense, so it frequently destroys melody for the sake of harmony ; meantime it destroys the very end of music, which is to affect the passions. ’ For letters from Dr. Wrangel to Wesley see Arm. Mag. 1784, pp. 330 and 614. In the first letter he describes his work as chaplain to the King, and gives details showing that, through correspondence, sermons, and books, Wesley was influencing public opinion in Sweden. He closes the letter thus : ‘ I beg of you, sir, to remember me kindly to all your friends, not forgetting dear Kingswood.’ These letters were republished in the W.M. Mag. 1837, p. 532, by Dr. George Scott. It is interesting to remember that Dr. Wrangel had urged Wesley to send preachers to America nearly twelve months before Boardman and Pilmoor were appointed. He was evidently an earnest preacher of. the gospel, and had a reputation as a field-preacher before his appointment as chaplain to the King of Sweden. The seed sown by Wesley, Wrangel, and others bore fruit in the next century, especially under the remarkable ministry of George Scott. (Tyerman’s Lift *j Wesley, vol. iii. pp.",297
wesley,1768,10-22,"66-8.) 1 Avison — popular in Charles Wesley’s family — on Expression in Music , 2nd ed. PP- 49. 63. See below, his letter to Charles on Dec. 17 (p. 295). oct. 1763.] On the Waiting Street 291",38
wesley,1768,10-26,"At one I preached in Romsey to a very quiet, unaffected audience ; and in the evening at Winchester, to a company of as poor people as I have seen for many years.",33
wesley,1768,10-27,The scene was changed : at Portsmouth rich and poor flocked together from all parts. Abundance of them came again at five in the morning. In the evening the house ill contained them ; and never did I see any receive the word with greater earnestness. The next day I returned to London.,53
wesley,1768,11-31,"I took horse at five, and just then found that my horse had scarce a shoe on his feet. However, I was obliged (not having a minute to spare) to ride on as far as Colney. There I procured one to shoe my horse all round, and lame him on both his fore-feet. However, he halted 2 on to Hockliffe, where an honest and skilful smith so altered and removed the shoes that he did not halt any more. But by this means we had lost so much time that the sun set before we reached Whittlebury Forest. We had then wonderful road 3 ; some of the ridings (so-called) being belly-deep. However, between six and seven we came safe to Whittlebury. James Glassbrook was so wearied out that he could scarce stir hand or foot ; so I desired him to go to rest. I was weary enough myself, till I began to speak ; but weariness then vanished away, and we all praised God with joyful lips. 1 A little girl, nine years of age, named Elizabeth Bushell, at Wilton, near Salisbury, desired to take the sacra ment of the Lord’s Supper at the parish church with the other members of the Methodist society. She was refused on the ground of age. On Wesley’s arrival, almost certainly at the time referred to in the text, the case was submitted to him. He took the child on his knee, ‘ conversed ’ with her, and then and there administered to her the sacrament of the Holy Communion. Elizabeth Bushell lived a consistent Christian life ; her Journal and Letters have been preserved. (Dyson’s Metk. in the Isle of Wight, p. 77.) z See Methodist Hymn-Book, 1904, No. 450, ver. 6.",291
wesley,1768,11-31,"Charlotte Bronte, in Jane Eyre (chap, xii.), uses the word in the same manner: ‘ For he halted to the stile whence I had just risen, and sat down.’ Hockliffe, in S.E. Beds, is on the Watling Street, the main road between London Colney and Whittlebury. 3 The marvel is that he does not make more frequent mention of the ‘ miserable roads,’ as he called them on April 21 and 23, 1788, which still abounded in all parts of the country. The ‘ ridings ’ were clearings in the forest forming grass roads for equestrians. There were several such in that locality. John Wesley s Journal [Nov. 1768. Nov. i, Tues. — I preached at Weedon, and at five in the morning ; about eleven at Towcester ; and in the evening to many more than the house would hold at Northampton.",143
wesley,1768,12-04,"James Glassbrook (who had a fit of an ague at Whittlebury) undertook to conduct me to Bedford ; but he was taken ill on the road. I preached there at seven on ‘ Awake, thou that sleepest.’ And never was more need ; for a more sleepy audience I have not often seen.",53
wesley,1768,12-05,"About noon I preached at Hertford, in the new room, to a large and serious congregation. The mayor’s usage of Mr. Colley for preaching in the market-place, with Mr. Colley’s firm and calm behaviour, was the means of convincing Mr. Andrews, who built this room at his own expense.1",49
wesley,1768,12-07,"I set out for Oxfordshire ; preached at Wycombe in the evening, and on Tuesday and Wednesday at Witney. On Thursday , in my return, I was desired to preach at Oxford. The room was thoroughly filled, and not with curious, but deeply serious hearers. Many of these desired that our travelling preachers would take them in their turn, with which I willingly complied. In the evening I preached in the chapel at Henley to a considerable number of serious people. One or two of the baser sort made some noise ; but I reproved them, and, for once, they were ashamed.2",102
wesley,1768,12-11,"I returned to London. The next week I visited the classes, and at intervals read Mr. Boswell’s Account of Corsica? But what a scene is opened therein ! How little did 1 For Colley see above, p. 238, and Alemorial , pp. 78-S0 ; and for Andrews see Tyerman’s Life of Wesley, vol. iii. pp. 28, 29. 2 On Nov. 7 lie wrote to Joseph Benson respecting certain books in the library at Kingswood. He proposes to read logic with him and ‘ Peter ’ ; asks for a catalogue of the library, that he may know the better what to buy ; and closes with an aphorism : 1 But beware you be not swallowed up in books ; an ounce of love is worth a pound of knowledge ’ ( Works , vol. xii. p. 409). 3 Boswell’s Journal of a Tour to the Lsland of Corsica, with Memoirs of General Paoli, Glasgow, 1768 ( W.H.S . French acquisition of Corsica and its incidental influence on European politics as the birthplace of Napoleon Bonaparte, who thereby was made a French subject, see Lecky’s History of England in the Eighteenth Century, ed. v. vol. iii. p. 1 53- See also Wesley Studies, p. 183 ; and below, p. 324. Mrs. Delany’s Life, vol. i. p. 275 and vol. ii. p. 515, has an interesting account of Boswell and Paoli : see also Forster’s Life 0* Goldsmith. Nov. 1768.] Expulsion of Oxford Students we know of that brave people ! How much less were we acquainted with the character of their general, Pascal Paoli ; as great a lover of his country as Epaminondas, and as great a general as Hannibal !",282
wesley,1768,12-19,"I read Dr. Nowell’s answer to Mr. Hill, concerning the expulsion of the students at Oxford.1 He has said all that could be said for that stretch of power, that instance of suvvnum jus ,2 and he says quite enough to clear the Church of England from the charge of Predestination — a doctrine which he proves to be utterly inconsistent with the Common Prayer, the Communion Service, the Office of Baptism, the Articles, the Homilies, and the other writings of those that compiled them.",85
wesley,1768,12-28,"In the evening I preached in the barracks at Chatham. I spoke louder than I have done for years ; yet the 1 Dr. Thomas Nowell, An Answer to a Pamphlet entitled ‘ Pietas Oxoniensis, or a Full and Impartial Account of the Expulsion of Six Students from St. Edmund s Hall , Oxford ,’ Oxford, 176S, Svo ( W.H.S. vol. iv. p. 173; and Sir Richard Hill’s Life , pp. 105-128). These students, Calvinistic Methodists, were named Kay, Jones, Grove, Matthews, Middleton, and Shipman. They were expelled the University by Dr. Durrell, the Vice-Chancellor, on March II, 1768, being accused of ‘ attending conventicles, meeting, praying, expounding Scripture, and singing hymns, in private houses,’ and were described as 1 ignorant tradesmen.’ Dr. Dixon, the Principal of St. Edmund’s Hall, bore testimony to their excellent conduct, and to their belief in the doctrines of the Thirty-nine Articles of the Church of England. Some other Heads of Houses spoke approvingly of them. This expulsion raised a loud outcry. Lady Huntingdon wrote letters of complaint. Whitefield, Mr. Richard Hill, and others published indignant protests. Dr. Durrell wrote in his own defence, and Dr. Nowell, one of his three assessors, replied to Richard Hill’s Pietas Oxoniensis. Wesley’s notice deals more gently, and in one respect approvingly, with Nowell’s pamphlet. The' secret of this was that Toplady published (before Wesley sent this Journal to press) ‘ The Church of England Vindicated from the Charge of Arminianism . . . in a Letter to the Rev. Dr. Nowell, occasioned by some passages in that Gentleman’s Answer to the author of Pietas Oxoniensis Walter Sellon replied to this. See Green’s Anti- Methodist Publications , Nos. 393, 394, 416, &c. ; Life of C. of Huntingdon, Jones was that he had been a hairdresser.",297
wesley,1768,12-28,"The facts were that Jones gave up business at the age of seventeen, four years before he entered the University, and that in the interval he studied under John Newton at Olney and acquired a fair knowledge of Greek and Hebrew. Notwithstanding his expulsion he was, after some time, admitted to holy orders, and was married to the sister of Lady Austen, the charming widow of the baronet, who told Cowper the story of John Gilpin and suggested to the poet the ‘ Sofa ’ as a subject— hence Cowper’s great poem, The Task. Also it was while visiting her widowed sister, Mrs. Jones (for Jones did not live long), in a village near Olney that Cowper first saw Lady Austen. 2 Supreme lav.’. 294 John Wesleys Journal [Dec. ms. skirts of the congregation could not hear. Few of those that did hear, heard in vain ; for God was in the midst of them. Tnes. 29. — At noon I preached at Sittingbourne to a deeply attentive audience, and in the evening at Canterbury, in a house half filled — a sight I do not often see.",188
wesley,1768,12-30,"I rode to Dover, and came in just before a violent storm began. It did not hinder the people. Many were obliged to go away after the house was filled. What a desire to hear runs through all the seaport towns wherever we come ! Surely God is besieging this nation, and attacking it at all the entrances ! Dec. 1, Thur. — The storm was ready to bear away both man and beast. But it abated about noon ; so that, after preaching at Margate, I had a pleasant ride to Canterbury. I made an odd observation here, which I recommend to all our preachers. The people of Canterbury have been so often reproved (and frequently without a cause), for being dead and cold, that it has utterly discouraged them, and made them cold as stones. How delicate a thing is it to reprove ! To do it well requires more than human wisdom.",155
wesley,1768,12-02,"Those who are called Mr. Whitefield’s society at Chatham offered me the use of their preaching-house, which I suppose is nearly four times as large as that at the barracks. In the morning I walked on, ordering my servant to overtake me with my carriage ; and he did so ; but not till I had walked seven or eight miles.",61
wesley,1768,12-13,"Having heard a heavy charge brought against W - G - , a member of our society, I desired the parties concerned to meet me together. But this afternoon we could not get half through. At the second hearing I was convinced, (1) that he had spoken unkindly and unjustly ; (2) that he had done wrong in leaving Mr. Dear at so short a warning. But I was equally convinced (3) that there had been no dishonesty on either side.",81
wesley,1768,12-14,"I saw the Westminster scholars act the Adelphi of Terence1 an entertainment not unworthy of a Christian. 1 For an account of the Latin Plays at the ordinances of Elizabeth. Four plays Westminster, see Reginald Airy’s West- have been in Jorce for many years — the minster, published by George Bell & Sons. Andria, Adelphi , Phormio of Terence, The acting of a Latin play forms part of and Trinummus of Plautus. Dec. 1768.] Methodists and Papists Oh how do these heathens shame us ! Their very comedies contain both excellent sense, the liveliest pictures of men and manners, and so fine strokes of genuine morality as are seldom found in the writings of Christians.1 *",116
wesley,1768,12-19,"I spent an hour with B - a I - n. If the account she gives is true, what blessed creatures are both those gentlemen and their wives that would use the most scurrilous language, yea, strike and drive out of their house, and that in a rainy night, a young gentlewoman, a stranger, far from home, for joining with the Methodists ! Do these call themselves Christians? Nay, and Protestants ? Call them Turks. Papist is too good a name.",81
wesley,1769,01-20,"I went to Shoreham. Plere I read Mr. Archdeacon Blackburne’s Considerations on the Penal Laivs against Papists? In the Appendix, p. 198, to my no small surprise, I read these words, said to be wrote by a gentleman at Paris : ‘ The Popish party boast much of the increase of the Methodists, and talk of that sect with rapture. How far the Methodists and Papists stand connected in principles I know not ; but I believe it is beyond a doubt that they are in constant correspondence with each other.’ It seems this letter was published in the St. James' s Chronicle. But I never saw or heard of it till these words were printed in the Canterbury Journal as Mr. Blackburne’s own.3 1 On Dec. 17 he wrote thanking Charles for his ‘reproof,’ and admitting there had been not evil, but the appearance of evil. We do not know the occasion of this. Charles had been suggesting the writing of a book, an edition of Young’s Night Thoughts — ‘Why, you simpleton,’ wrote John, ‘you are cutting me out a month’s work.’ He describes his method of editing books. An allusion to ‘our friend at Newcastle’ is probably a reference to one of his wife’s eccentric journeys. Charles evidently had sought to interest him in music, which in later years engrossed the attention of Charles Wesley’s family in Marylebone. Wesley replies, ‘ I have no time for Handel or Avison now.’ His veiled allusion to the loneli ness of his lot, deserted by his wife, is pathetic ; ‘ I am now,’ he adds, ‘a mere Fellow of a College’ (Works, vol. xii. p. 136).",277
wesley,1769,01-20,"2 Francis Blackburne, Archdeacon of Cleveland : ‘ Considerations on the Present State of the Controversy between the Protestants and Papists of Great Britain and Ireland ; particularly on the Question, How far the latter are entitled to a Toleration upon Protestant Principles.’ London, 1768 ( W.H. S. vol. iv. p. 173). For the Archdeacon see below, May 9, 1786; also an interesting reference to him in Pike’s Ancient Meeting-Houses , p. 152. 8 On Dec. 22 he wrote to Joseph Benson, who had failed to take Wesley’s meaning with reference to a course of John Wesleys Journal [Dec. 1768. And he has nearly made them his own by his faint note upon them, ‘ I would willingly hope some doubt may be made of this.’ Indeed he adds, ‘ Mr. Whitefield took timely care to preclude all suspicions of his having any connexions with Popery.’ Yea, and Mr. Wesley much more, even as early as Aug. 31, 1738.1 Again, in my Journal, Aug. 27, 1739, 1 published the only letter which I ever wrote to a Popish priest. And it is in proof of this proposition (an extraordinary proof of my connexions with Popery !) : ‘ No Romanist, as such, can expect to be saved, according to the terms of the Christian covenant.’ 2 Many things to the same purpose occur in the Journals, and the Appeals to Men of Reason and Religion, over and above those whole treatises which I have published entirely upon the subject — A Word to a Protestant , a Roman Catechism , and The Advantages of the Members of the Church of England over the Members of the Church of Rome.",279
wesley,1769,01-20,"What amazing ignorance, then, not to say impudence, does it imply, for any one at this time of day to tax me with having any connexions with Popery ! In the latter end of the month I took some pains in reading over Dr. Young’s Night Thoughts ,3 leaving out the indifferent reading. He shows that the books are not to be read separately, but in order and according to the plan laid down. He insists upon it that 1 the interposing other books between these, till you have read them through, is not good husbandry. ... If you want more books, let me recommend more who best understand my own scheme. And do not ramble.’ Writing in praise of Latin and Greek books, he adds, ‘ compared with which most of the English are whipped- syllabub’ (Works, vol. xii. p. 410). These letters to Benson indicate Wesley’s educational methods with Kingswood boys and masters and Methodist preachers. 1 Wesley was then at Cologne, and saw the ‘Full Release for the Poor Souls in Purgatory,’ which moved him greatly. See above, vol. ii. pp. 61-2. The letter to which he refers is one of the ablest he ever wrote. See above, - On Dec. 28 he wrote to Miss Bosan- quet ( Works, vol. xii. p. 401). 3 He had already perused it carefully in Georgia and read it to others. The early Methodist preachers often quoted from this poem. Charles Wesley copied it in shorthand. This and several other examples of the poet’s curious but fruitless industry are preserved in the archives of the Wesleyan Methodist Conference Office. His hymn, ‘ Stand the Omnipotent Decree,’ is a deliberate paraphrase of a passage in the Night Thoughts. See Rev. Henry Bett’s Hymns of Methodism in their Literary Relations, p. 105.",300
wesley,1769,01-20,"For an account of Dodsley’s claim for reparation of a piracy in this and some other publications see W.H.S. vol. iii. p. 210; also above, vol. iii. p. 162. Jan. 1769.] A Friendly Dissenter lines, correcting many of the rest, and explaining the hard words, in order to make that noble work more useful to all, and more intelligible to ordinary readers. 1769. Jan. i, Sun. — We met, as usual, at Spitalfields Chapel to renew our covenant with God. And we never do this without a blessing. Many were comforted, and many strengthened.",94
wesley,1769,01-09,"I spent a comfortable and profitable hour with Mr. Whitefield in calling to mind the former times, and the manner wherein God prepared us for a work which it had not then entered into our hearts to conceive. . _ Tues. iy. _ I rode to Chesham. Our own room being neither so larce nor so convenient, Mr. Spooner, the Dissenting minister, gave me the use of his meeting.1 There was a great number of hearers. They were very attentive ; and I doubt that was all. „",88
wesley,1769,01-24,"I went (by land and water) to Sheerness. Our place here would by no means contain the congregation. A large number of them attended in the morning, and seemed just ripe for the blessing. It is an advantage to the people here that they are in a little corner of the land, shut up, as it were, from all the world ; but not from the gospel or spirit ot",70
wesley,1769,01-26,"I returned to Chatham, and preached in the great meeting2 on ‘ God forbid that I should glory, save in the cross of our Lord Jesus Christ.’ prl 27 _I returned to London. The same day Ehzab Vandome ’ went to rest. A month or two ago, when she was first taken ill, she dictated the following letter: Dear and Rev. Sir, . , <■ When I first heard the gospel from you, I was convinced of sin, and nothing could satisfy me but a sense of pardomng Move. For a month the garment of weeping was put upon me mQ t y , one day, as I was repeating those words— I trust in Him that stands between The Father’s wrath and me ; Jesus, Thou great eternal mean, I look' for all from Thee ! 3 She was the leader of a band in 1748. See Stevenson’s City Road Chapel , p. 35- John Wesley s Journal tjan. 1769. I was struck down to the ground, and felt the arm of the Lord revealed in me : I knew that God was reconciled ; I felt sanctification begun. The fight of faith ensued ; and for three-quarters of a year I was struggling with my own will. Sometimes I was in an agony ; I was ready to weep my life away, fearing the sins I felt in my heart would never be done away. Yet I believed there was a rest for the people of God ; a rest from all sin. One day, conversing with one about the things of God, he said, ‘ You would have all things become new, before you believe. But that is not the way. You must believe first.",288
wesley,1769,01-26,"When he went away, the Spirit of prayer and supplication rested upon me. Yet I felt ‘ bound down with twice ten thousand ties.’ However, I wrestled on, till the Lord broke in upon my soul like the sun in his glory. He loosed me at once from all my bonds, and I knew I loved Him with all my heart. Jesus appeared with hair as white as wool, and garments down to His feet, and gave me to sit with Him in heavenly places. And from that time (which is seven or eight and twenty years ago) I have felt no temper contrary to love. I have no desire contrary to the will of God. On this bed of sickness I have communion with the church triumphant. I know that — Jesus is my Brother now, And God is all my own. When the tempter comes, my soul cleaves to Jesus, and I am kept in perfect peace. I thought it my duty to leave this short account of the gracious dealings of God with my soul, as you was the instrument He was pleased to make use of for the beginning and furthering of His work. O may the Lord strengthen you and your brother, and increase in you every fruit of His Spirit; and when you fail on earth, may we meet in heaven, and praise the great Three-One to all eternity ! 1 (This account was written some time past, when she [Elizabeth Vandome] was sick in bed. But since then God raised her up, and enabled her still to be useful to others, though in great weakness of body. When she took to her bed again, about three weeks ago, she had a remarkable dream : she thought she saw Mr. W.",297
wesley,1769,01-26,"labouring with his might to keep the people from falling into a deep pit, which very few of them perceived. The concern she was in awaked her in great emotion. On Tuesday evening last, she desired us to set her up in bed, to meet her class. Her voice faltered much. She earnestly exhorted them all to live near to God, and to keep close together ; adding, ‘ I shall soon join the church above.’ She spoke no more ; 1 One of her letters to Charles Wesley, giving her experience in 1742, is preserved at the Conference Office. Fob. 1769.] ‘ My Grandfather Annesley ’ all was silent rapture, till, on Friday morning, without sigh or groan, she resigned her spirit to God. Lydia Vandome.) 1 Such a living and dying witness of the perfect love of God, which she enjoyed for eight-and-twenty years, one would think sufficient to silence all the doubts and objections of reasonable and candid men.",162
wesley,1769,01-28,"I began visiting the classes. In the intervals I looked over the Transactions of the Royal Society. Is not that a little too severe — Turpe est difficiles habere nugas?2 If this be true, and if it had been well considered, would half of these Transactions have had a being? Nay, were men convinced of this, what would become of the greater part of all the philosophical experiments in Europe ? Feb. 6, 3 Mon. — I spent an hour with a venerable woman, near ninety years of age, who retains her health, her senses, her understanding, and even her memory, to a good degree. In the last century she belonged to my grandfather Annesley’s congregation, at whose house her father and she used to dine every Thursday ; and whom she remembers to have frequently seen in his study, at the top of the house, with his window open, and without any fire, winter or summer. He lived seventy-seven years, and would probably have lived longer, had he not began water-drinking at seventy.",174
